review_text,cluster
Biglang nag laho gcash app ko..🤧,4.0
In-app dark mode theme would be nice.,3.0
The app now does not want me to log-in. It keeps showing the error after I put my MPIN. Is Gcash having maintenance or what?,0.0
"G-cash is very stressful, I really need it for savings purposes but the thing is everytime i verify my account there's always an error, the part where you take a picture of yourself everytime i do that there's always this error that kept on appearing, even though i took a pic of myself in a well lit room, and the part where you're already signing about some important details about yourself even though i singed it all and didn't miss a single thing an error kept on appearing, please fix it.",2.0
"I've been verifying my account for the last 2 years and there is a big problem on the app that keeps me from verifying my account, i'm using national ID, while the front seems okay buy when I flip the ID on the back side it always says not clear no matter how I try to change the lighting. I know many of you guys are also very disappointed in this. Admins, please take action on this matter.",2.0
Its very nice and a helpful apps for me,3.0
Nadodoble yung digit pag nagtytype ng number,4.0
PUTANG INA NYO NAMAN napaka bagal nyo mag reciv ng galing sa worldremit,3.0
its too difficult to verify the acct .i tried many times already since sept 2022 till now is still in basic level,6.0
Once in a whyl cnt open,5.0
Scanning ID is much more worst than the past its automatically capture so its hard to adjust it. Now i reach the limit to scan ID because of the features..,2.0
Very good e walllet but no loan offer,4.0
"how come I can't uninstall the app? up until now, still UNINSTALLING😡😡",3.0
Yawa ok kaayo,5.0
"I hate that you force me to update the app. I also hate how it took so long to verify or scan my I.D. take note, I followed all your instructions. It would just be easier to allow us to upload a picture of our I.D. Less hassle.",6.0
Why i can't verify my account ?! It's almost 2 weeks since I register and still cannot use it!!!!!,5.0
Fk cannot open app. Everytime i open i need to uninstall and install the app . Fk.,6.0
Hard to open my gcash accnt,5.0
Why is my gcash app not appearing in my phone ??,3.0
lgi n lng update kkinis,2.0
it's in my app manager but cant find in my app drawer,2.0
Can't get verified,0.0
"Wto na naman ang update update puro nlng ata update.. ¯⁠\⁠_⁠("".⁠)⁠_⁠/⁠¯",6.0
"nuna gcash, bigla nalang naglalaho parang sya lang ah",4.0
Very good but you guys should fix the American pay,3.0
Horrible Why does it take so much space and it's so laggy,2.0
Your response but my ticket and your services is very awful and you really don't do anything in the service to just apologies to your customer with slow responses.. this is not very helpful because i waited so long but yet no actions you do. Gcash is more awful it is very more convinces to use other platform than yours.,0.0
I can't verify my account even though all the information is right base on my ID I tried so many times and I am absolutely sick of it.they even have a tutorial on how to verify as minor and it doesn't even work maybe paymaya is better than gcash.the point is this application sucks.,6.0
Waw that's ok for savings my cash,6.0
ilove this app. i can send money in fast way,5.0
"This app is very poor,, even in gscore instead of increasing due to number of used it decreases,, I was 522 on my gscore now it went down to 465 even I cash in 30,000 pesos.. It so annoying and frustrating. Every time they update the app gscore decreases.",3.0
Need to be updated all the time 😔,5.0
Keeps disappearing. Needs to be uninstalled and reinstalled every usage.,4.0
This app is useless I though my acc is gonna verify directly because I'm using national id to verify my acc and I though it's all okay because gcash was agree but need to wait for 7days in the end of the day my acc is not getting verify it's so annoying my money is stock on the acc and I can't send to others because it's not a verify acc,1.0
Can't cash in via paypal. Sole reason why I installed gcash,4.0
do not open may g-cash account,3.0
Hindi kopa nagagamit hihintayin ko,1.0
"GCAHS MASTERCARD AND AMEX ARE NOT WORKING IT'S BEEN 3 MONTHS, AND IT'S NOT WORKING",3.0
How many times po akong nag verified at nag help center narin ako Hindi parin naka verified unlike yund dati mabilis lang.. Ngayon ..parang slow pa sa pagong..Sana ma fix na dahil Hindi kamk maka send money dahil di fully verified,1.0
Gcash help center now sucks unlike before even though you can't open your account you can check your ticket status more precisely and can reply with them like a messenger,5.0
This is crazy I cant even register it always say to submit ticket even if I did submit I still cant register,0.0
My otp doesnt send,1.0
"App disappears from my phone and when I check the app store, it shows that it's installed",2.0
Very nice app and it will help me a lot,6.0
Hindi pa naka register nanghihinge agad ng MPIN?,2.0
Ambobo ng nml hahaha. Ayaw mag scan nang back i.d,3.0
Why I always need to upload this apps? Every time I need to use it. I just could not understand the problem. Please ...let me know why?,0.0
"Tang Ina Mo GCash pati balance ko na 214.50 pesos kinuha mo pa at d mo lng tinira yung 50cents na kida ,walang ya ka pati pagsubmit ng ticket Wala ka ngang action sa mga complainants",3.0
The PayPal-to-Gcash interface is terrible.,3.0
"I save , but not easy to open",4.0
"The help support deserve no stars!!! Submitted a ticket a month ago, followed up 4 times till now no reply or solving my ticket! And my ticket can be solve quickly!!",3.0
Please fix your verification method because it doesn't verify my ID even though I took a clear photo.,2.0
I can't open my gcash even though the pin is right,6.0
"I can't open my account after entering the otp. Also I can't verify my profile even if I used this gmail account and my phone number. everytime I try to verify, I will always be directed to gcash's youtube video and never brought to the camera where I could have taken the picture of my valid ID. It's hard because I was hoping to use gcash and invest money. It's been weeks after I posted this but the proble, is not fixed still!! 😡😡",1.0
So far so good Naman to gcash sa 2022 nagagamit ko pa abroad Sana lagi compatible sa Xiaomi phone to 🙏,3.0
""" No app interface available when the app is in use. Unable to open it """,5.0
"Gcash Help Center mark my problem solved even though it doesn't solved anything, and its been weeks before they reach out and when they do, They ask the same thing. It's been a month and my issues was not yet resolved. Before they help me a lot but now their service was drop low.",5.0
So hard to verify using my Nat. ID,1.0
Wow goods app,3.0
After I early fully paid my gloan and then I'm not currently qualified haha saklap gcash,1.0
Frustrating... The app is asking for me to relink my PayPal account again... Like how many times do I need do I need to do that... I tried re-linking but keeps on getting SSL error saying that my connection is not private... Using the same phone same internet service... no changes with the settings and everything... I've send a message to cust support but no reply yet...,2.0
bat di nakikita sakin kahit na ka unstall na,4.0
Gcash😭😭😭I'm so disappointed.....please fix it.,0.0
Walang kwenta ang gcash wala kang kasiguraduhan sa pera mong nkalagay bigla bigla nlang hindi mo na ma cash out ayaw na gumana pag nag pa help ka sa agent nila puro machine lang ang sasagot.. Tapos wala pa din ilang linggo na .. Legal scam ginagawa nila,6.0
Processing I cannot to open,0.0
Easy in all things transactions,6.0
Why is your advertisement right after I open the app about a casino? Dati health insurance and wholesome ones. I don't gamble so I don't want to keep seeing that everytime I use Gcash. There's not even an option to hide it or to change the ad. So annoying.,5.0
Nice app I rate 5 star,3.0
Hello good morning am Yolanda Abdula from Zambuanga City Ayala,3.0
Hassle to pay bills with this app. Either maintenance or error.,3.0
Verify issue using national id!,5.0
"Gonna change this if I am able to experience a better version of the app. Now, I am annoyed! I can't verify my acc using my valid ID, I am following the instructions given but I still can't proceed to the next step, I am stucked with scanning my VALID ID. Please do something about this, I am in need of this app, it would be much appreciated if this will be fixed as soon as possible. I don't know the problem anymore, in my side it doesn't see to have a problem, it could be a technical problem.",2.0
